id,category,score,skills
27914096,FINANCE,13.34,['excel']
28398216,FINANCE,13.34,['excel']
37931076,FINANCE,13.34,['excel']
16426777,FINANCE,13.34,['excel']
26750846,FINANCE,13.34,['excel']
81677620,FINANCE,13.34,"['c', 'excel']"
14413148,FINANCE,13.34,['excel']
76454959,FINANCE,13.34,['excel']
74849878,FINANCE,13.34,['excel']
31948488,FINANCE,13.34,['excel']
18072085,FINANCE,13.34,"['c', 'excel']"
14408510,FINANCE,13.34,['excel']
12858898,FINANCE,13.34,['excel']
24670867,FINANCE,13.34,['excel']
27330027,FINANCE,13.34,['excel']
17880988,FINANCE,13.34,['excel']
84373843,FINANCE,13.34,['excel']
21912637,FINANCE,13.34,['excel']
23354541,FINANCE,13.34,['excel']
81217013,FINANCE,13.34,['excel']
39675895,FINANCE,13.34,['excel']
12071138,FINANCE,13.34,['excel']
25330083,FINANCE,13.34,['excel']
74512244,FINANCE,13.34,['excel']
25678238,FINANCE,13.34,['excel']
38907798,FINANCE,13.34,['excel']
29612672,FINANCE,13.34,"['c', 'excel']"
66741193,FINANCE,13.34,['excel']
38225199,FINANCE,13.34,"['c', 'excel']"
19243556,FINANCE,13.34,['excel']
39295103,FINANCE,13.34,['excel']
17392859,FINANCE,13.34,['excel']
20275356,FINANCE,13.34,['excel']
72136463,FINANCE,13.34,['excel']
15717923,FINANCE,13.34,['excel']
24833063,FINANCE,13.34,['excel']
59450123,FINANCE,13.34,['excel']
24611721,FINANCE,13.34,['excel']
15224503,FINANCE,13.34,['excel']
20918464,FINANCE,13.34,['excel']
22492537,FINANCE,13.34,"['c', 'excel']"
21807211,APPAREL,13.34,"['c', 'excel']"
71767359,APPAREL,13.34,['excel']
13386301,APPAREL,13.34,['excel']
13764840,APPAREL,13.34,['excel']
10182582,APPAREL,13.34,['excel']
12669075,APPAREL,13.34,['excel']
27549075,APPAREL,13.34,['excel']
20905088,APPAREL,13.34,['excel']
16723524,APPAREL,13.34,"['c', 'excel']"
14937492,APPAREL,13.34,['excel']
23719943,APPAREL,13.34,['excel']
58208591,APPAREL,13.34,['excel']
29640922,APPAREL,13.34,['excel']
12860543,APPAREL,13.34,['excel']
17714174,APPAREL,13.34,['excel']
30430249,APPAREL,13.34,['excel']
10876132,APPAREL,13.34,['excel']
23190306,APPAREL,13.34,['excel']
29028935,APPAREL,13.34,['excel']
78273826,APPAREL,13.34,['excel']
17659053,APPAREL,13.34,['excel']
91026230,APPAREL,13.34,['excel']
54308684,APPAREL,13.34,"['c', 'excel']"
41586420,APPAREL,13.34,"['c', 'excel']"
21570485,APPAREL,13.34,['excel']
52252936,APPAREL,13.34,['excel']
70750649,APPAREL,13.34,['excel']
43852883,APPAREL,13.34,"['c', 'excel']"
31761591,APPAREL,13.34,['excel']
31362807,APPAREL,13.34,['excel']
24516163,APPAREL,13.34,['excel']
16500168,APPAREL,13.34,['excel']
35985133,APPAREL,13.34,['excel']
10738095,APPAREL,13.34,"['c', 'excel']"
36094883,APPAREL,13.34,['excel']
56025640,APPAREL,13.34,"['c', 'excel']"
14206561,ENGINEERING,13.34,['excel']
44624796,ENGINEERING,13.34,['excel']
27756469,ENGINEERING,13.34,['excel']
74236636,ENGINEERING,13.34,['excel']
38535335,ENGINEERING,13.34,['excel']
25608963,ENGINEERING,13.34,"['c', 'excel']"
81125166,ENGINEERING,13.34,['excel']
25797445,ENGINEERING,13.34,['excel']
27040860,ENGINEERING,13.34,['excel']
17926546,ENGINEERING,13.34,['excel']
20882041,ENGINEERING,13.34,['excel']
28628090,ENGINEERING,13.34,['excel']
19612167,ENGINEERING,13.34,['excel']
21298336,ENGINEERING,13.34,['excel']
31684925,ENGINEERING,13.34,['excel']
55595908,ENGINEERING,13.34,"['c', 'excel']"
23438227,ENGINEERING,13.34,"['c', 'excel']"
16911115,ENGINEERING,13.34,['excel']
19124258,ENGINEERING,13.34,['excel']
21847415,ENGINEERING,13.34,['excel']
36149549,ENGINEERING,13.34,"['c', 'excel']"
36517781,ENGINEERING,13.34,['excel']
22605864,ENGINEERING,13.34,['excel']
17108676,ENGINEERING,13.34,['excel']
23497307,ENGINEERING,13.34,['excel']
19553067,ENGINEERING,13.34,['excel']
47276718,ENGINEERING,13.34,"['c', 'excel']"
32802563,ENGINEERING,13.34,['excel']
77828437,ENGINEERING,13.34,['excel']
15906625,ACCOUNTANT,13.34,['excel']
25749150,ACCOUNTANT,13.34,['excel']
33527446,ACCOUNTANT,13.34,['excel']
37997506,ACCOUNTANT,13.34,['excel']
37370455,ACCOUNTANT,13.34,['excel']
31602598,ACCOUNTANT,13.34,['excel']
19545827,ACCOUNTANT,13.34,['excel']
14470533,ACCOUNTANT,13.34,['excel']
43685045,ACCOUNTANT,13.34,['excel']
14224370,ACCOUNTANT,13.34,['excel']
21794875,ACCOUNTANT,13.34,"['c', 'excel']"
23734441,ACCOUNTANT,13.34,['excel']
42487883,ACCOUNTANT,13.34,['excel']
23636277,ACCOUNTANT,13.34,['excel']
21338490,ACCOUNTANT,13.34,['excel']
14491649,ACCOUNTANT,13.34,['excel']
78403342,ACCOUNTANT,13.34,['excel']
20393721,ACCOUNTANT,13.34,['excel']
24817041,ACCOUNTANT,13.34,"['c', 'excel']"
27980446,ACCOUNTANT,13.34,['excel']
29456173,ACCOUNTANT,13.34,['excel']
59403481,ACCOUNTANT,13.34,['excel']
13491889,ACCOUNTANT,13.34,['excel']
25846894,ACCOUNTANT,13.34,['excel']
11163645,ACCOUNTANT,13.34,['excel']
23513618,ACCOUNTANT,13.34,['excel']
75286906,ACCOUNTANT,13.34,['excel']
20253563,ACCOUNTANT,13.34,['excel']
16237710,ACCOUNTANT,13.34,['excel']
13130984,ACCOUNTANT,13.34,['excel']
25067742,ACCOUNTANT,13.34,['excel']
15363277,ACCOUNTANT,13.34,['excel']
21763056,ACCOUNTANT,13.34,['excel']
17556527,ACCOUNTANT,13.34,"['c', 'excel']"
28939941,ACCOUNTANT,13.34,['excel']
20345168,ACCOUNTANT,13.34,['excel']
14496667,ACCOUNTANT,13.34,['excel']
23246831,ACCOUNTANT,13.34,['excel']
49204385,ACCOUNTANT,13.34,['excel']
12802330,ACCOUNTANT,13.34,['excel']
22925443,ACCOUNTANT,13.34,['excel']
28614791,ACCOUNTANT,13.34,['excel']
30304575,ACCOUNTANT,13.34,['excel']
26065877,ACCOUNTANT,13.34,['excel']
29821051,ACCOUNTANT,13.34,['excel']
29999135,ACCOUNTANT,13.34,['excel']
25547145,ACCOUNTANT,13.34,['excel']
49997097,ACCOUNTANT,13.34,['excel']
27558837,ACCOUNTANT,13.34,['excel']
14126433,ACCOUNTANT,13.34,['excel']
23416654,ACCOUNTANT,13.34,['excel']
27573855,ACCOUNTANT,13.34,['excel']
15592167,ACCOUNTANT,13.34,['excel']
10674770,ACCOUNTANT,13.34,['excel']
24294778,ACCOUNTANT,13.34,['excel']
11759079,ACCOUNTANT,13.34,['excel']
18669563,ACCOUNTANT,13.34,['excel']
18569929,ACCOUNTANT,13.34,['excel']
80053367,ACCOUNTANT,13.34,['excel']
25867805,ACCOUNTANT,13.34,['excel']
13701259,ACCOUNTANT,13.34,['excel']
12202337,ACCOUNTANT,13.34,"['c', 'excel']"
19446337,ACCOUNTANT,13.34,['excel']
15289348,ACCOUNTANT,13.34,['excel']
28969385,ACCOUNTANT,13.34,['excel']
36425270,ACCOUNTANT,13.34,['excel']
98559931,ACCOUNTANT,13.34,"['c', 'excel']"
17306905,ACCOUNTANT,13.34,"['c', 'excel']"
12780508,ACCOUNTANT,13.34,['excel']
26975573,ACCOUNTANT,13.34,['excel']
28298773,ACCOUNTANT,13.34,['excel']
34816637,ACCOUNTANT,13.34,['excel']
24103168,ACCOUNTANT,13.34,['excel']
36024962,ACCOUNTANT,13.34,['excel']
18635654,ACCOUNTANT,13.34,['excel']
50222417,ACCOUNTANT,13.34,['excel']
23387174,ACCOUNTANT,13.34,['excel']
82649935,ACCOUNTANT,13.34,['excel']
99433371,CONSTRUCTION,13.34,['excel']
10734870,CONSTRUCTION,13.34,['excel']
26509539,CONSTRUCTION,13.34,['excel']
36331163,CONSTRUCTION,13.34,['excel']
29574501,CONSTRUCTION,13.34,['excel']
16203589,CONSTRUCTION,13.34,['excel']
63145386,CONSTRUCTION,13.34,['excel']
13907230,CONSTRUCTION,13.34,['excel']
21586858,CONSTRUCTION,13.34,['excel']
19471144,CONSTRUCTION,13.34,['excel']
24740005,CONSTRUCTION,13.34,['excel']
14585273,CONSTRUCTION,13.34,['excel']
51638201,CONSTRUCTION,13.34,['excel']
29193505,CONSTRUCTION,13.34,['excel']
12890045,CONSTRUCTION,13.34,['excel']
29894080,CONSTRUCTION,13.34,"['c', 'excel']"
21782152,CONSTRUCTION,13.34,['excel']
16626724,CONSTRUCTION,13.34,['excel']
28803888,CONSTRUCTION,13.34,['excel']
25187733,CONSTRUCTION,13.34,"['c', 'excel']"
88859947,CONSTRUCTION,13.34,['excel']
19364677,CONSTRUCTION,13.34,['excel']
31850269,CONSTRUCTION,13.34,['excel']
27243670,CONSTRUCTION,13.34,['excel']
49685006,CONSTRUCTION,13.34,['excel']
18882984,CONSTRUCTION,13.34,['excel']
34544955,CONSTRUCTION,13.34,['excel']
93436805,CONSTRUCTION,13.34,"['c', 'excel']"
39908485,CONSTRUCTION,13.34,['excel']
39566718,CONSTRUCTION,13.34,['excel']
12666174,CONSTRUCTION,13.34,['excel']
12693146,CONSTRUCTION,13.34,['excel']
23818675,CONSTRUCTION,13.34,['excel']
24361598,CONSTRUCTION,13.34,['excel']
20681037,CONSTRUCTION,13.34,['excel']
16924279,CONSTRUCTION,13.34,"['c', 'excel']"
33023370,CONSTRUCTION,13.34,['excel']
32773331,CONSTRUCTION,13.34,['excel']
28949406,CONSTRUCTION,13.34,"['c', 'excel']"
30397268,CONSTRUCTION,13.34,['excel']
31392754,PUBLIC-RELATIONS,13.34,['excel']
25070914,PUBLIC-RELATIONS,13.34,['excel']
37913536,PUBLIC-RELATIONS,13.34,['excel']
28831442,PUBLIC-RELATIONS,13.34,"['c', 'excel']"
10070224,PUBLIC-RELATIONS,13.34,['excel']
91197243,PUBLIC-RELATIONS,13.34,['excel']
18436190,PUBLIC-RELATIONS,13.34,['excel']
27000192,PUBLIC-RELATIONS,13.34,['excel']
27257013,PUBLIC-RELATIONS,13.34,['excel']
22560013,PUBLIC-RELATIONS,13.34,['excel']
14364597,PUBLIC-RELATIONS,13.34,['excel']
11850315,PUBLIC-RELATIONS,13.34,['excel']
21297828,PUBLIC-RELATIONS,13.34,['excel']
30642458,PUBLIC-RELATIONS,13.34,['excel']
19503224,PUBLIC-RELATIONS,13.34,"['c', 'excel']"
10554045,PUBLIC-RELATIONS,13.34,['excel']
12567516,PUBLIC-RELATIONS,13.34,['excel']
21478007,PUBLIC-RELATIONS,13.34,['excel']
14667659,PUBLIC-RELATIONS,13.34,['excel']
85766635,PUBLIC-RELATIONS,13.34,['excel']
38056161,PUBLIC-RELATIONS,13.34,['excel']
31211074,PUBLIC-RELATIONS,13.34,['excel']
53701275,PUBLIC-RELATIONS,13.34,['excel']
22455205,PUBLIC-RELATIONS,13.34,['excel']
20966771,PUBLIC-RELATIONS,13.34,['excel']
21321598,PUBLIC-RELATIONS,13.34,['excel']
16103783,PUBLIC-RELATIONS,13.34,['excel']
13129275,PUBLIC-RELATIONS,13.34,['excel']
20470943,PUBLIC-RELATIONS,13.34,['excel']
34712719,PUBLIC-RELATIONS,13.34,['excel']
14910300,PUBLIC-RELATIONS,13.34,['excel']
21386255,PUBLIC-RELATIONS,13.34,['excel']
88651471,PUBLIC-RELATIONS,13.34,['excel']
22861181,PUBLIC-RELATIONS,13.34,['excel']
13915715,PUBLIC-RELATIONS,13.34,['excel']
13727873,PUBLIC-RELATIONS,13.34,['excel']
93828034,PUBLIC-RELATIONS,13.34,['excel']
33072201,PUBLIC-RELATIONS,13.34,['excel']
42332765,PUBLIC-RELATIONS,13.34,"['c', 'excel']"
10926726,PUBLIC-RELATIONS,13.34,['excel']
10873344,PUBLIC-RELATIONS,13.34,['excel']
41590605,PUBLIC-RELATIONS,13.34,['excel']
17189156,BANKING,13.34,['excel']
19920687,BANKING,13.34,['excel']
26579709,BANKING,13.34,['excel']
69243180,BANKING,13.34,['excel']
26987539,BANKING,13.34,['excel']
17276884,BANKING,13.34,['excel']
22615491,BANKING,13.34,['excel']
45167858,BANKING,13.34,['excel']
3547447,BANKING,13.34,"['c', 'excel']"
98965485,BANKING,13.34,['excel']
38897568,BANKING,13.34,['excel']
19149865,BANKING,13.34,"['c', 'excel']"
15856762,BANKING,13.34,"['c', 'excel']"
18208580,BANKING,13.34,"['c', 'excel']"
87867370,BANKING,13.34,['excel']
89049979,BANKING,13.34,['excel']
30713796,BANKING,13.34,['excel']
11065180,BANKING,13.34,['excel']
11637468,BANKING,13.34,"['c', 'excel']"
54421668,BANKING,13.34,['excel']
21645690,BANKING,13.34,['excel']
25780596,BANKING,13.34,['excel']
34185495,BANKING,13.34,['excel']
19374660,BANKING,13.34,['excel']
23323001,BANKING,13.34,['excel']
25080805,BANKING,13.34,"['c', 'excel']"
18172739,BANKING,13.34,['excel']
32980197,BANKING,13.34,['excel']
39569771,BANKING,13.34,['excel']
13173522,BANKING,13.34,['excel']
11262933,BANKING,13.34,['excel']
17818707,BANKING,13.34,['excel']
17213671,BANKING,13.34,['excel']
31025785,BANKING,13.34,['excel']
11773925,BANKING,13.34,['excel']
26673507,BANKING,13.34,['excel']
18824120,BANKING,13.34,['excel']
16300459,BANKING,13.34,"['c', 'excel']"
28895997,BANKING,13.34,['excel']
25162378,BANKING,13.34,['excel']
17131084,BANKING,13.34,['excel']
35564026,BANKING,13.34,['excel']
16407619,BANKING,13.34,['excel']
10329506,BANKING,13.34,['excel']
35492909,BANKING,13.34,"['c', 'excel']"
14391434,BANKING,13.34,['excel']
31710562,BANKING,13.34,['excel']
46055835,ARTS,13.34,['excel']
11555549,ARTS,13.34,['excel']
36379931,ARTS,13.34,['excel']
20488267,ARTS,13.34,['excel']
22593054,ARTS,13.34,['excel']
25561640,ARTS,13.34,['excel']
25923361,ARTS,13.34,['excel']
18106533,ARTS,13.34,['excel']
11995013,ARTS,13.34,['excel']
26079779,ARTS,13.34,['excel']
16244633,ARTS,13.34,['excel']
27024099,ARTS,13.34,['excel']
65352424,ARTS,13.34,['excel']
18586076,ARTS,13.34,['excel']
23917826,ARTS,13.34,['excel']
25157655,ARTS,13.34,['excel']
25926667,ARTS,13.34,['excel']
20356750,ARTS,13.34,['excel']
24061629,ARTS,13.34,['excel']
99033098,ARTS,13.34,['excel']
38115035,ARTS,13.34,['excel']
17857644,ARTS,13.34,['excel']
12334650,ARTS,13.34,['excel']
36019469,ARTS,13.34,['excel']
94230796,ARTS,13.34,['excel']
83206166,ARTS,13.34,['excel']
22182279,ARTS,13.34,['excel']
16833515,AVIATION,13.34,"['c', 'excel']"
11804712,AVIATION,13.34,['excel']
29221006,AVIATION,13.34,['excel']
32720816,AVIATION,13.34,"['c', 'excel']"
42546558,AVIATION,13.34,['excel']
87826037,AVIATION,13.34,"['c', 'excel']"
17483843,AVIATION,13.34,['excel']
26819872,AVIATION,13.34,['excel']
26888302,AVIATION,13.34,['excel']
13195436,AVIATION,13.34,"['c', 'excel']"
81588968,AVIATION,13.34,"['c', 'excel']"
94137171,AVIATION,13.34,['excel']
15618327,AVIATION,13.34,['excel']
20026169,AVIATION,13.34,"['c', 'excel']"
11137306,AVIATION,13.34,"['c', 'excel']"
19818707,AVIATION,13.34,['excel']
17274759,AVIATION,13.34,['excel']
19506295,AVIATION,13.34,"['c', 'excel']"
50775901,AVIATION,13.34,['excel']
24154692,AVIATION,13.34,"['c', 'excel']"
29161565,AVIATION,13.34,['excel']
15823995,AVIATION,13.34,['excel']
42427521,AVIATION,13.34,"['c', 'excel']"
38989376,AVIATION,13.34,['excel']
13405229,AVIATION,13.34,['excel']
25719936,AVIATION,13.34,"['c', 'excel']"
17983430,AVIATION,13.34,['excel']
16850314,AVIATION,13.34,['excel']
10189110,AVIATION,13.34,['excel']
30148777,AVIATION,13.34,['excel']
24544244,AVIATION,13.34,['excel']
19284293,AVIATION,13.34,['excel']
22442947,AVIATION,13.34,['excel']
27512470,AVIATION,13.34,['excel']
17694572,AVIATION,13.34,['excel']
38663892,AVIATION,13.34,['excel']
12239749,AVIATION,13.34,['excel']
28020046,AVIATION,13.34,['excel']
12043694,AVIATION,13.34,['excel']
24589765,AVIATION,13.34,['excel']
21190805,AVIATION,13.34,['excel']
37473139,AVIATION,13.34,['excel']
99124477,BANKING,13.33,"['java', 'c', 'sql', 'html', 'javascript', 'excel']"
16877897,HR,13.3,"['sql', 'html', 'css', 'javascript', 'excel']"
95429627,CONSULTANT,12.92,"['python', 'sql', 'html', 'javascript', 'excel']"
39413067,INFORMATION-TECHNOLOGY,12.84,"['java', 'c', 'sql', 'html']"
18297650,HR,12.34,"['java', 'c', 'sql', 'linux']"
51588273,ENGINEERING,11.91,"['java', 'c', 'sql', 'javascript']"
82246962,ENGINEERING,11.81,"['python', 'sql', 'linux']"
43378989,CONSULTANT,11.48,"['java', 'c', 'sql', 'mysql', 'html', 'javascript', 'excel']"
17823436,BANKING,10.91,"['java', 'c', 'sql', 'html', 'linux']"
21038022,ENGINEERING,10.71,"['java', 'c', 'sql', 'html', 'css']"
13575312,HEALTHCARE,10.61,"['java', 'c', 'sql', 'html', 'javascript']"
29196643,CONSULTANT,10.61,"['java', 'sql', 'mysql', 'html', 'css', 'linux', 'excel']"
27295996,INFORMATION-TECHNOLOGY,10.59,"['sql', 'linux', 'azure']"
12085736,DIGITAL-MEDIA,10.59,"['sql', 'html', 'css', 'javascript']"
70089206,INFORMATION-TECHNOLOGY,10.32,"['java', 'c', 'sql', 'javascript', 'linux']"
35990852,DESIGNER,10.25,"['c', 'sql', 'mysql', 'html', 'javascript']"
43311839,CONSULTANT,9.82,"['java', 'c', 'sql', 'html', 'css', 'javascript', 'github', 'excel']"
22946204,AUTOMOBILE,9.75,"['python', 'java', 'c', 'sql', 'machine learning', 'excel']"
11005406,DIGITAL-MEDIA,9.73,"['sql', 'aws', 'azure']"
29051656,INFORMATION-TECHNOLOGY,9.45,"['sql', 'mysql', 'linux', 'aws']"
26291616,CONSULTANT,9.45,"['sql', 'mysql', 'linux', 'aws']"
41152404,BPO,9.44,"['java', 'c', 'sql', 'html', 'javascript', 'linux']"
12472574,ENGINEERING,9.44,"['java', 'c', 'sql', 'html', 'javascript', 'linux']"
51508889,AUTOMOBILE,9.31,"['java', 'c', 'sql', 'html', 'css', 'javascript']"
30223363,INFORMATION-TECHNOLOGY,9.27,"['java', 'c', 'sql', 'mysql', 'html', 'linux']"
27152464,ENGINEERING,9.03,"['python', 'sql', 'git', 'linux']"
16186411,INFORMATION-TECHNOLOGY,9.0,"['java', 'c', 'sql', 'mysql', 'html', 'css', 'javascript', 'github', 'excel']"
26746496,INFORMATION-TECHNOLOGY,9.0,"['java', 'c', 'sql', 'mysql', 'html', 'css', 'javascript', 'github', 'excel']"
85101052,DESIGNER,8.92,"['java', 'c', 'sql', 'mysql', 'git']"
98300955,HEALTHCARE,8.49,"['java', 'c', 'sql', 'html', 'css', 'javascript', 'linux']"
39247950,BANKING,8.49,"['c', 'sql', 'html', 'css', 'javascript', 'azure']"
34953092,BANKING,8.34,"['python', 'c', 'sql', 'machine learning']"
24643412,CONSULTANT,8.31,"['java', 'c', 'sql', 'mysql', 'html', 'javascript', 'linux']"
28126340,INFORMATION-TECHNOLOGY,8.3,"['sql', 'mysql', 'html', 'css', 'javascript', 'linux']"
15602094,CONSULTANT,8.3,"['c', 'sql', 'mysql', 'html', 'css', 'javascript', 'linux']"
20674668,INFORMATION-TECHNOLOGY,8.23,"['python', 'java', 'c', 'sql', 'html', 'css', 'javascript']"
37242217,INFORMATION-TECHNOLOGY,8.09,"['java', 'c', 'sql', 'mysql', 'css', 'javascript', 'linux']"
12415691,DESIGNER,7.98,"['python', 'java', 'c', 'sql', 'mysql', 'css', 'linux']"
10089434,INFORMATION-TECHNOLOGY,7.91,"['java', 'c', 'sql', 'html', 'css', 'linux', 'azure']"
44115326,ADVOCATE,7.67,"['java', 'sql', 'react', 'linux', 'aws']"
12763627,INFORMATION-TECHNOLOGY,7.58,"['c', 'sql', 'mysql', 'html', 'css', 'javascript', 'github']"
39441617,CONSULTANT,7.51,"['python', 'c', 'sql', 'mysql', 'html', 'css', 'javascript', 'linux']"
12144825,AVIATION,7.36,"['python', 'c', 'sql', 'mysql', 'html', 'css', 'javascript', 'git', 'linux', 'docker', 'excel']"
23464505,AVIATION,7.05,"['java', 'c', 'sql', 'html', 'css', 'git', 'linux', 'aws']"
10624813,ENGINEERING,6.46,"['python', 'java', 'c', 'sql', 'html', 'css', 'javascript', 'github', 'aws']"
22506245,DESIGNER,6.03,"['html', 'excel']"
18198627,DESIGNER,6.03,"['html', 'excel']"
13014900,DESIGNER,6.03,"['html', 'excel']"
25990239,INFORMATION-TECHNOLOGY,6.03,"['html', 'excel']"
17641670,INFORMATION-TECHNOLOGY,6.03,"['html', 'excel']"
75950464,ADVOCATE,6.03,"['html', 'excel']"
11676151,AGRICULTURE,6.03,"['html', 'excel']"
14267489,SALES,6.03,"['c', 'html', 'excel']"
34303500,SALES,6.03,"['c', 'html', 'excel']"
11020140,CONSULTANT,6.03,"['c', 'html', 'excel']"
14517953,CONSULTANT,6.03,"['html', 'excel']"
26167298,CONSULTANT,6.03,"['html', 'excel']"
13837784,DIGITAL-MEDIA,6.03,"['html', 'excel']"
31162167,DIGITAL-MEDIA,6.03,"['html', 'excel']"
20969845,FINANCE,6.03,"['html', 'excel']"
59777056,FINANCE,6.03,"['html', 'excel']"
35603950,APPAREL,6.03,"['html', 'excel']"
19072267,PUBLIC-RELATIONS,6.03,"['c', 'html', 'excel']"
74552449,BANKING,6.03,"['html', 'excel']"
24580361,BANKING,6.03,"['html', 'excel']"
99561379,ARTS,6.03,"['html', 'excel']"
10176815,AVIATION,6.03,"['html', 'excel']"
21156767,CONSULTANT,5.97,"['python', 'java', 'c', 'sql', 'mysql', 'javascript', 'azure', 'machine learning']"
83816738,INFORMATION-TECHNOLOGY,5.64,"['java', 'c', 'sql', 'mysql', 'html', 'css', 'javascript', 'git', 'github', 'linux', 'aws']"
22450718,INFORMATION-TECHNOLOGY,5.47,"['linux', 'excel']"
24410405,ADVOCATE,5.47,"['linux', 'excel']"
29134721,SALES,5.47,"['linux', 'excel']"
28815362,CONSTRUCTION,5.47,"['linux', 'excel']"
27120528,BANKING,5.47,"['linux', 'excel']"
20427934,BUSINESS-DEVELOPMENT,5.21,"['java', 'excel']"
57364820,CONSULTANT,5.21,"['java', 'excel']"
58915642,DIGITAL-MEDIA,5.21,"['java', 'excel']"
19063156,ADVOCATE,4.74,"['mysql', 'excel']"
30288581,ENGINEERING,4.74,"['mysql', 'excel']"
10820510,CONSTRUCTION,4.33,"['aws', 'excel']"
26496059,DESIGNER,4.11,"['html', 'css', 'excel']"
26046064,DESIGNER,4.11,"['html', 'css', 'excel']"
21916744,DESIGNER,4.11,"['c', 'html', 'css', 'excel']"
21283733,DESIGNER,4.11,"['html', 'css', 'excel']"
18795567,DESIGNER,4.11,"['c', 'html', 'css', 'excel']"
27798860,TEACHER,4.11,"['html', 'css', 'excel']"
20748468,HEALTHCARE,4.11,"['html', 'css', 'excel']"
14413257,APPAREL,4.11,"['html', 'css', 'excel']"
50324968,APPAREL,4.11,"['html', 'css', 'excel']"
25718772,AVIATION,3.93,"['java', 'linux', 'excel']"
21297521,BANKING,3.92,"['java', 'c', 'sql', 'mysql', 'html', 'javascript', 'git', 'linux', 'docker', 'kubernetes', 'aws', 'azure', 'deep learning', 'nlp']"
12546838,BUSINESS-DEVELOPMENT,3.73,"['python', 'linux', 'excel']"
22890839,ENGINEERING,3.73,"['python', 'linux', 'excel']"
17043822,ENGINEERING,3.72,"['c', 'mysql', 'linux', 'excel']"
19396040,ENGINEERING,3.64,"['python', 'java', 'c', 'excel']"
29839396,BANKING,3.64,"['python', 'java', 'c', 'excel']"
24709432,CHEF,3.48,"['react', 'excel']"
16985289,APPAREL,3.48,"['react', 'excel']"
80679862,DIGITAL-MEDIA,3.33,"['html', 'github', 'excel']"
27981289,DIGITAL-MEDIA,3.28,"['html', 'css', 'javascript', 'excel']"
27921561,DIGITAL-MEDIA,3.28,"['html', 'css', 'javascript', 'excel']"
43720116,AVIATION,3.2,"['python', 'html', 'css', 'excel']"
28629430,ARTS,3.16,"['mysql', 'html', 'javascript', 'excel']"
54227873,ENGINEERING,2.83,"['python', 'java', 'c', 'html', 'linux', 'excel']"
26071861,ADVOCATE,2.8,"['python', 'html', 'javascript', 'linux', 'excel']"
16893572,DIGITAL-MEDIA,2.75,"['mysql', 'html', 'css', 'javascript', 'excel']"
35389360,ENGINEERING,2.52,"['java', 'mysql', 'html', 'css', 'linux', 'excel']"
33141415,CONSTRUCTION,2.48,"['java', 'c', 'mysql', 'html', 'css', 'javascript', 'excel']"
18442517,DIGITAL-MEDIA,2.28,"['mysql', 'html', 'css', 'javascript', 'git', 'excel']"
16852973,HR,0.0,[]
22323967,HR,0.0,[]
25824789,HR,0.0,[]
15375009,HR,0.0,[]
32896934,HR,0.0,[]
29149998,HR,0.0,[]
11480899,HR,0.0,[]
27490876,HR,0.0,[]
73077810,HR,0.0,[]
13879043,HR,0.0,[]
87968870,HR,0.0,[]
29297973,HR,0.0,[]
18334783,HR,0.0,[]
57667857,HR,0.0,[]
32947778,HR,0.0,[]
23914451,HR,0.0,[]
21265194,HR,0.0,[]
19616406,HR,0.0,[]
86184722,HR,0.0,[]
26780935,HR,0.0,['c']
19867922,HR,0.0,[]
91930382,HR,0.0,"['c', 'github']"
13520837,HR,0.0,['c']
18422164,HR,0.0,[]
30862904,HR,0.0,[]
52979663,HR,0.0,[]
21830565,HR,0.0,[]
27523575,HR,0.0,[]
15576950,HR,0.0,[]
16861758,HR,0.0,[]
93112113,HR,0.0,[]
15041689,HR,0.0,[]
80162314,HR,0.0,[]
20993320,HR,0.0,['c']
26289308,HR,0.0,[]
26671167,HR,0.0,[]
47470864,HR,0.0,[]
17150707,HR,0.0,[]
39970711,HR,0.0,[]
28640735,HR,0.0,[]
10694288,HR,0.0,[]
28175164,HR,0.0,[]
32308556,HR,0.0,[]
25150191,HR,0.0,[]
37058472,DESIGNER,0.0,[]
68240723,DESIGNER,0.0,[]
29147100,DESIGNER,0.0,['html']
25061645,DESIGNER,0.0,"['html', 'css']"
11722421,DESIGNER,0.0,[]
13774329,DESIGNER,0.0,[]
36269672,DESIGNER,0.0,[]
90066849,DESIGNER,0.0,[]
22567495,DESIGNER,0.0,[]
10751444,DESIGNER,0.0,"['python', 'c', 'linux']"
11807040,DESIGNER,0.0,[]
38565119,DESIGNER,0.0,[]
21705160,DESIGNER,0.0,[]
15936656,DESIGNER,0.0,[]
13557622,DESIGNER,0.0,[]
41506705,DESIGNER,0.0,['linux']
32954522,DESIGNER,0.0,[]
44185767,DESIGNER,0.0,['c']
14014749,DESIGNER,0.0,['c']
34349255,DESIGNER,0.0,[]
16288901,DESIGNER,0.0,[]
25422388,DESIGNER,0.0,"['html', 'css']"
22496394,DESIGNER,0.0,[]
38744475,DESIGNER,0.0,[]
26676567,DESIGNER,0.0,"['html', 'css', 'linux']"
14724186,DESIGNER,0.0,[]
10748989,DESIGNER,0.0,[]
28326441,DESIGNER,0.0,[]
78149576,DESIGNER,0.0,[]
39776400,DESIGNER,0.0,['aws']
37263609,DESIGNER,0.0,[]
13518263,DESIGNER,0.0,[]
54201930,DESIGNER,0.0,[]
10466583,DESIGNER,0.0,[]
26790545,DESIGNER,0.0,"['html', 'css']"
